"","ParticipantID","Sex","Word","Word2","task_id","screen_id","Image","condition","word","identity","response","responses","correct_response","rt","correct","domain","valence","person","con","ID"
"1",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","ellipse","坏她","坏她","match","null","null","j","null",NA,"moral","negative","friend","moral_friend_match","phase_004_subj_1"
"2",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","ellipse","坏她","好她","nonmatch","f","nonmatch","f","831",1,"moral","negative","friend","moral_friend_nonmatch","phase_004_subj_1"
"3",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","好她","nonmatch","null","null","f","null",NA,"moral","positive","self","moral_self_nonmatch","phase_004_subj_1"
"4",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","ellipse","坏她","坏我","nonmatch","null","null","f","null",NA,"moral","negative","friend","moral_friend_nonmatch","phase_004_subj_1"
"5",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","坏我","nonmatch","f","nonmatch","f","795",1,"moral","positive","self","moral_self_nonmatch","phase_004_subj_1"
"6",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","diamond","坏我","坏她","nonmatch","j","match","f","861",0,"moral","negative","self","moral_self_nonmatch","phase_004_subj_1"
"7",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","ellipse","坏她","坏她","match","j","match","j","877",1,"moral","negative","friend","moral_friend_match","phase_004_subj_1"
"8",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","好我","match","f","nonmatch","j","772",0,"moral","positive","self","moral_self_match","phase_004_subj_1"
"9",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","diamond","坏我","好她","nonmatch","j","match","f","1164",0,"moral","negative","self","moral_self_nonmatch","phase_004_subj_1"
"10",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","好我","match","f","nonmatch","j","1124",0,"moral","positive","self","moral_self_match","phase_004_subj_1"
"11",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","hexagon","好她","好她","match","null","null","j","null",NA,"moral","positive","friend","moral_friend_match","phase_004_subj_1"
"12",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","hexagon","好她","好我","nonmatch","f","nonmatch","f","895",1,"moral","positive","friend","moral_friend_nonmatch","phase_004_subj_1"
"13",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","diamond","坏我","好我","nonmatch","j","match","f","956",0,"moral","negative","self","moral_self_nonmatch","phase_004_subj_1"
"14",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","好我","match","null","null","j","null",NA,"moral","positive","self","moral_self_match","phase_004_subj_1"
"15",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","triangle","好我","坏她","nonmatch","f","nonmatch","f","975",1,"moral","positive","self","moral_self_nonmatch","phase_004_subj_1"
"16",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","diamond","坏我","坏我","match","null","null","j","null",NA,"moral","negative","self","moral_self_match","phase_004_subj_1"
"17",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","hexagon","好她","坏我","nonmatch","f","nonmatch","f","1021",1,"moral","positive","friend","moral_friend_nonmatch","phase_004_subj_1"
"18",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","hexagon","好她","好她","match","j","match","j","949",1,"moral","positive","friend","moral_friend_match","phase_004_subj_1"
"19",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","diamond","坏我","坏我","match","j","match","j","1172",1,"moral","negative","self","moral_self_match","phase_004_subj_1"
"20",37,"Female","[""好她"",""好我"",""坏她"",""坏我""]","[""强她"",""强我"",""弱她"",""弱我""]","prac_ALT2_moral","practice_moral","hexagon","好她","坏她","nonmatch","f","nonmatch","f","1068",1,"moral","positive","friend","moral_friend_nonmatch","phase_004_subj_1"
